https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New Mexico,2020,5,2/1/2020,367,321,,60,11,,12,21,12,,,72,21,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,6,2/8/2020,366,313,,77,15,,,25,,,,66,16,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,7,2/15/2020,379,335,,75,18,11,16,20,10,,,72,15,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,8,2/22/2020,382,333,,67,13,10,,25,,,0,87,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,9,2/29/2020,390,352,,61,,17,,30,,11,,100,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,10,3/7/2020,387,349,,59,19,14,10,21,,11,,85,23,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,11,3/14/2020,334,293,,54,13,13,,18,,,,75,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,12,3/21/2020,381,346,,60,15,10,13,21,,,,81,14,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,13,3/28/2020,356,320,,60,18,14,,26,,,,83,12,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Mexico,2020,14,4/4/2020,383,353,,64,16,12,,29,11,,11,76,13,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Mexico,2020,15,4/11/2020,394,368,,65,,20,,28,,,10,83,18,21,15,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,16,4/18/2020,408,368,,73,16,17,,20,,,,72,21,32,27,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,17,4/25/2020,381,349,,66,19,,,18,,,,66,16,39,35,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,18,5/2/2020,388,355,,52,11,11,,12,,,18,73,13,64,63,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,19,5/9/2020,409,378,,56,17,14,,16,,,23,84,18,59,58,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,20,5/16/2020,428,396,,70,12,13,,19,,12,33,66,13,55,47,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
New Mexico,2020,21,5/23/2020,351,325,,67,13,10,,24,10,,22,49,13,29,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
New Mexico,2020,22,5/30/2020,365,347,,58,12,,,14,,,27,74,18,41,40,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,23,6/6/2020,364,339,,61,14,14,,18,,,29,69,14,22,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,24,6/13/2020,344,330,,60,,13,,20,,11,30,61,16,22,21,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
New Mexico,2020,25,6/20/2020,274,261,,46,,,,21,,,30,51,,15,15,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
New Mexico,2020,26,6/27/2020,169,163,,32,,,,,,10,23,24,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2019,1,1/5/2019,2064,1945,24,388,57,49,60,118,34,41,28,574,86,0,0,,,,,,,,,,,,,,,
New York,2019,2,1/12/2019,2051,1926,26,409,51,43,58,98,41,38,31,537,87,0,0,,,,,,,,,,,,,,,
New York,2019,3,1/19/2019,2065,1960,21,417,49,50,65,108,42,50,27,565,80,0,0,,,,,,,,,,,,,,,
New York,2019,4,1/26/2019,2163,2043,26,426,65,57,62,127,49,30,46,563,109,0,0,,,,,,,,,,,,,,,
New York,2019,5,2/2/2019,2027,1908,26,379,57,60,64,111,48,48,30,529,81,0,0,,,,,,,,,,,,,,,
New York,2019,6,2/9/2019,2049,1907,32,411,44,45,57,101,38,44,31,528,82,0,0,,,,,,,,,,,,,,,
New York,2019,7,2/16/2019,2018,1903,30,415,53,52,62,106,32,40,34,543,79,0,0,,,,,,,,,,,,,,,
New York,2019,8,2/23/2019,2069,1948,30,405,50,39,64,112,45,38,29,547,86,0,0,,,,,,,,,,,,,,,
New York,2019,9,3/2/2019,2022,1904,26,414,50,59,76,118,51,25,35,523,74,0,0,,,,,,,,,,,,,,,
New York,2019,10,3/9/2019,2186,2058,25,430,60,53,76,107,49,54,43,552,105,0,0,,,,,,,,,,,,,,,
New York,2019,11,3/16/2019,2028,1912,25,402,49,57,72,135,37,48,33,551,80,0,0,,,,,,,,,,,,,,,
New York,2019,12,3/23/2019,2023,1896,30,388,59,40,73,123,48,34,33,530,85,0,0,,,,,,,,,,,,,,,
New York,2019,13,3/30/2019,2013,1895,31,398,63,46,53,111,51,37,34,516,91,0,0,,,,,,,,,,,,,,,
New York,2019,14,4/6/2019,2010,1889,23,409,59,49,66,103,30,35,45,501,88,0,0,,,,,,,,,,,,,,,
New York,2019,15,4/13/2019,1952,1837,31,400,57,38,69,107,40,36,44,513,63,0,0,,,,,,,,,,,,,,,
New York,2019,16,4/20/2019,1926,1813,24,400,61,37,41,112,44,34,33,488,83,0,0,,,,,,,,,,,,,,,
New York,2019,17,4/27/2019,1852,1749,23,417,45,45,57,110,37,37,28,452,77,0,0,,,,,,,,,,,,,,,
New York,2019,18,5/4/2019,1957,1855,15,432,49,52,58,116,38,42,32,518,76,0,0,,,,,,,,,,,,,,,
New York,2019,19,5/11/2019,1814,1697,27,380,60,44,46,105,35,32,21,430,94,0,0,,,,,,,,,,,,,,,
New York,2019,20,5/18/2019,1884,1760,25,407,50,34,44,126,34,40,31,487,78,0,0,,,,,,,,,,,,,,,
New York,2019,21,5/25/2019,1938,1799,24,397,50,44,44,105,34,39,31,501,90,0,0,,,,,,,,,,,,,,,
New York,2019,22,6/1/2019,1738,1605,13,407,38,47,46,82,39,40,32,432,63,0,0,,,,,,,,,,,,,,,
New York,2019,23,6/8/2019,1791,1674,22,392,34,47,40,100,33,40,31,484,80,0,0,,,,,,,,,,,,,,,
New York,2019,24,6/15/2019,1865,1748,21,407,51,44,42,103,41,43,28,485,72,0,0,,,,,,,,,,,,,,,
New York,2019,25,6/22/2019,1791,1674,16,409,60,49,44,85,45,30,25,470,59,0,0,,,,,,,,,,,,,,,
New York,2019,26,6/29/2019,1907,1779,14,404,59,54,35,105,32,38,37,502,75,0,0,,,,,,,,,,,,,,,
New York,2019,27,7/6/2019,1866,1701,25,405,56,46,34,103,31,35,33,434,88,0,0,,,,,,,,,,,,,,,
New York,2019,28,7/13/2019,1756,1609,19,381,44,42,33,96,32,34,39,433,68,0,0,,,,,,,,,,,,,,,
New York,2019,29,7/20/2019,1893,1753,27,425,55,41,43,96,30,36,41,462,69,0,0,,,,,,,,,,,,,,,
New York,2019,30,7/27/2019,1757,1633,21,398,53,38,41,83,30,27,30,463,69,0,0,,,,,,,,,,,,,,,
New York,2019,31,8/3/2019,1824,1709,26,400,33,39,47,83,40,35,39,485,81,0,0,,,,,,,,,,,,,,,
New York,2019,32,8/10/2019,1894,1751,18,445,36,48,42,89,29,37,34,487,83,0,0,,,,,,,,,,,,,,,
New York,2019,33,8/17/2019,1838,1705,26,430,49,46,26,89,42,38,26,448,84,0,0,,,,,,,,,,,,,,,
New York,2019,34,8/24/2019,1719,1583,22,382,34,43,41,77,28,26,35,417,76,0,0,,,,,,,,,,,,,,,
New York,2019,35,8/31/2019,1785,1643,24,392,45,50,40,75,36,49,35,453,70,0,0,,,,,,,,,,,,,,,
New York,2019,36,9/7/2019,1845,1716,24,405,47,51,51,93,29,36,35,444,72,0,0,,,,,,,,,,,,,,,
New York,2019,37,9/14/2019,1743,1627,17,383,50,46,32,75,35,43,29,440,84,0,0,,,,,,,,,,,,,,,
New York,2019,38,9/21/2019,1783,1663,18,397,36,41,37,84,43,43,38,422,76,0,0,,,,,,,,,,,,,,,
New York,2019,39,9/28/2019,1877,1740,22,417,46,62,34,91,37,26,31,469,73,0,0,,,,,,,,,,,,,,,
New York,2019,40,10/5/2019,1872,1738,24,410,39,42,38,88,45,27,44,496,72,0,0,,,,,,,,,,,,,,,
New York,2019,41,10/12/2019,1901,1779,23,396,44,56,36,86,37,33,55,491,72,0,0,,,,,,,,,,,,,,,
New York,2019,42,10/19/2019,1940,1821,26,420,49,47,55,87,32,26,42,514,85,0,0,,,,,,,,,,,,,,,
New York,2019,43,10/26/2019,1851,1742,17,404,42,48,51,82,47,34,44,463,73,0,0,,,,,,,,,,,,,,,
New York,2019,44,11/2/2019,1947,1810,32,422,48,53,48,84,41,32,53,488,77,0,0,,,,,,,,,,,,,,,
New York,2019,45,11/9/2019,1947,1818,17,443,65,53,39,96,27,56,50,465,85,0,0,,,,,,,,,,,,,,,
New York,2019,46,11/16/2019,1983,1873,24,416,59,62,39,82,44,50,35,482,87,0,0,,,,,,,,,,,,,,,
New York,2019,47,11/23/2019,1975,1857,31,422,58,59,43,103,39,34,42,500,88,0,0,,,,,,,,,,,,,,,
New York,2019,48,11/30/2019,1965,1844,31,412,45,50,48,109,34,38,58,501,79,0,0,,,,,,,,,,,,,,,
New York,2019,49,12/7/2019,2036,1898,21,430,53,56,47,106,27,46,38,528,92,0,0,,,,,,,,,,,,,,,
New York,2019,50,12/14/2019,1961,1849,25,415,43,54,45,81,52,48,52,493,90,0,0,,,,,,,,,,,,,,,
New York,2019,51,12/21/2019,1996,1869,28,370,55,56,57,107,39,30,58,502,89,0,0,,,,,,,,,,,,,,,
New York,2019,52,12/28/2019,2034,1927,30,422,60,49,60,121,27,32,65,518,92,0,0,,,,,,,,,,,,,,,
New York,2020,1,1/4/2020,2163,2036,22,414,60,75,85,127,51,29,59,539,79,0,0,,,,,,,,,,,,,,,
New York,2020,2,1/11/2020,2092,1986,23,412,59,60,63,135,48,43,54,526,82,0,0,,,,,,,,,,,,,,,
New York,2020,3,1/18/2020,2165,2043,24,421,48,63,66,123,44,45,46,578,92,0,0,,,,,,,,,,,,,,,
New York,2020,4,1/25/2020,2022,1896,31,416,59,38,59,97,55,51,65,490,77,0,0,,,,,,,,,,,,,,,
New York,2020,5,2/1/2020,2028,1924,27,398,58,45,52,114,49,38,61,502,89,0,0,,,,,,,,,,,,,,,
New York,2020,6,2/8/2020,2052,1941,29,411,52,49,62,106,52,37,56,546,77,0,0,,,,,,,,,,,,,,,
New York,2020,7,2/15/2020,1982,1850,17,387,55,50,61,99,43,46,63,528,71,0,0,,,,,,,,,,,,,,,
New York,2020,8,2/22/2020,2028,1940,23,431,56,58,71,126,42,40,58,470,83,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,9,2/29/2020,2155,2033,29,443,50,56,63,105,45,43,70,563,62,0,0,,,,,,,,,,,,,,,
New York,2020,10,3/7/2020,2059,1939,36,375,59,58,70,106,35,41,78,502,91,0,0,,,,,,,,,,,,,,,
New York,2020,11,3/14/2020,1975,1867,15,395,42,52,66,117,43,37,57,462,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,12,3/21/2020,2103,1989,30,398,59,64,83,102,51,45,86,467,89,41,39,,,,,,,,,,,,,,,
New York,2020,13,3/28/2020,2505,2393,40,409,69,75,95,142,55,38,85,548,76,268,258,,,,,,,,,,,,,,,
New York,2020,14,4/4/2020,3652,3550,32,436,95,85,153,131,48,49,109,750,92,1006,961,,,,,,,,,,,,,,,
New York,2020,15,4/11/2020,4609,4503,23,427,95,62,127,134,40,44,84,887,95,1959,1853,,,,,,,,,,,,,,,
New York,2020,16,4/18/2020,4382,4276,22,367,80,68,110,125,47,37,91,785,87,1936,1839,,,,,,,,,,,,,,,
New York,2020,17,4/25/2020,3551,3464,21,383,79,59,78,96,42,47,98,597,77,1420,1341,,,,,,,,,,,,,,,
New York,2020,18,5/2/2020,2951,2871,22,407,65,56,63,91,27,29,92,535,84,970,888,,,,,,,,,,,,,,,
New York,2020,19,5/9/2020,2758,2657,22,340,67,54,40,83,38,31,96,533,80,870,799,,,,,,,,,,,,,,,
New York,2020,20,5/16/2020,2477,2389,16,379,70,50,39,77,32,39,111,475,78,665,595,,,,,,,,,,,,,,,
New York,2020,21,5/23/2020,2203,2114,24,368,60,42,48,78,37,28,123,433,55,441,396,,,,,,,,,,,,,,,
New York,2020,22,5/30/2020,2072,1981,19,362,64,43,35,77,30,33,125,449,60,323,282,,,,,,,,,,,,,,,
New York,2020,23,6/6/2020,1932,1838,18,391,35,39,33,61,37,40,117,386,78,255,212,,,,,,,,,,,,,,,
New York,2020,24,6/13/2020,1855,1770,27,352,52,44,33,65,39,29,112,422,61,178,150,,,,,,,,,,,,,,,
New York,2020,25,6/20/2020,1809,1724,28,384,41,55,32,77,36,28,107,417,77,118,94,,,,,,,,,,,,,,,
New York,2020,26,6/27/2020,1476,1433,16,315,36,33,30,58,30,27,103,357,68,34,31,,,,,,,,,,,,,,,
New York City,2019,1,1/5/2019,1170,1091,10,258,50,24,39,50,11,15,11,379,30,0,0,,,,,,,,,,,,,,,
New York City,2019,2,1/12/2019,1106,1043,10,241,26,27,50,33,,11,11,381,36,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,3,1/19/2019,1158,1079,,251,42,21,35,41,11,15,,395,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,4,1/26/2019,1157,1093,10,243,36,21,40,39,16,11,10,405,35,0,0,,,,,,,,,,,,,,,
New York City,2019,5,2/2/2019,1116,1056,11,232,35,22,42,47,18,,11,384,40,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,6,2/9/2019,1225,1141,11,251,44,30,46,50,,11,13,412,43,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,7,2/16/2019,1104,1047,,237,41,29,43,40,,12,12,377,42,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,8,2/23/2019,1073,1007,16,224,41,21,43,52,14,,,355,32,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,9,3/2/2019,1087,1017,,227,38,23,47,41,,11,,386,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,10,3/9/2019,1102,1034,11,239,39,22,50,46,12,12,,350,32,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,11,3/16/2019,1090,1015,11,233,36,27,39,42,12,,,360,39,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,12,3/23/2019,1036,979,,225,45,16,26,45,14,,10,374,41,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,13,3/30/2019,1097,1053,11,245,44,24,38,38,,10,17,362,39,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,14,4/6/2019,1038,981,,246,44,17,39,29,10,13,,362,31,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,15,4/13/2019,1054,992,,254,41,17,26,35,,,16,348,38,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2019,16,4/20/2019,955,875,,218,34,31,19,34,10,,,315,33,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,17,4/27/2019,954,900,,238,42,20,30,27,11,,12,310,32,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,18,5/4/2019,1008,952,,241,37,19,32,39,,13,,323,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,19,5/11/2019,1033,959,,247,41,16,30,31,12,12,10,322,23,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,20,5/18/2019,1049,983,,244,32,23,27,30,,12,13,350,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,21,5/25/2019,1049,975,,261,26,16,26,38,11,,14,343,37,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,22,6/1/2019,888,819,,216,27,21,20,32,13,12,,289,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,23,6/8/2019,1040,959,,231,37,23,27,38,11,,13,341,38,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,24,6/15/2019,976,923,12,252,36,14,24,30,10,,,305,32,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,25,6/22/2019,1007,937,,275,31,19,29,35,12,11,13,286,33,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,26,6/29/2019,987,908,,239,25,24,23,31,13,,12,327,33,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,27,7/6/2019,979,909,,229,41,20,22,32,11,,15,329,25,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,28,7/13/2019,960,870,,222,33,24,21,36,,10,,290,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,29,7/20/2019,1031,950,,243,45,20,28,32,17,,16,323,32,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,30,7/27/2019,1016,945,,227,40,18,28,30,13,10,18,331,36,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,31,8/3/2019,1040,961,,253,29,22,26,42,12,11,10,334,37,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,32,8/10/2019,958,894,,222,32,16,37,26,18,,,292,36,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,33,8/17/2019,962,890,,219,34,15,23,30,,10,12,308,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,34,8/24/2019,958,884,,237,31,31,28,27,10,,13,293,39,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,35,8/31/2019,935,859,11,219,23,14,25,31,,12,12,309,34,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,36,9/7/2019,936,866,,248,21,15,20,16,10,12,14,298,28,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,37,9/14/2019,971,906,,250,31,23,28,26,,,,314,51,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,38,9/21/2019,1025,951,12,241,36,23,24,22,18,10,12,326,36,0,0,,,,,,,,,,,,,,,
New York City,2019,39,9/28/2019,991,927,,241,32,10,19,23,14,,,325,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,40,10/5/2019,1050,965,10,245,33,22,24,35,,,10,330,36,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2019,41,10/12/2019,1097,1015,16,234,35,32,33,32,,10,17,352,45,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,42,10/19/2019,1058,990,,241,46,19,38,39,,12,13,334,31,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,43,10/26/2019,1047,979,12,242,45,25,16,32,12,11,,346,31,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,44,11/2/2019,970,917,11,223,30,15,28,27,,13,13,303,29,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,45,11/9/2019,1114,1036,,265,30,22,40,34,11,13,,347,46,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,46,11/16/2019,1100,1028,12,236,48,24,37,26,10,15,14,363,35,0,0,,,,,,,,,,,,,,,
New York City,2019,47,11/23/2019,1043,978,,204,33,22,24,35,11,15,13,336,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,48,11/30/2019,1016,962,,213,32,28,25,22,18,16,13,343,36,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,49,12/7/2019,1155,1082,,246,44,31,25,46,14,17,19,376,45,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,50,12/14/2019,1135,1062,10,261,44,19,38,32,13,10,15,352,33,0,0,,,,,,,,,,,,,,,
New York City,2019,51,12/21/2019,1127,1045,,230,34,24,34,40,17,12,26,366,43,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,52,12/28/2019,1159,1098,15,236,47,32,42,31,12,12,32,390,45,0,0,,,,,,,,,,,,,,,
New York City,2020,1,1/4/2020,1141,1090,,236,37,27,55,39,16,14,74,377,24,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,2,1/11/2020,1136,1113,15,221,46,18,48,40,10,16,73,367,46,0,0,,,,,,,,,,,,,,,
New York City,2020,3,1/18/2020,1129,1099,11,235,27,15,56,35,12,17,90,334,45,0,0,,,,,,,,,,,,,,,
New York City,2020,4,1/25/2020,1180,1142,14,255,43,25,56,28,14,16,96,361,38,0,0,,,,,,,,,,,,,,,
New York City,2020,5,2/1/2020,1169,1122,,286,29,27,54,34,19,10,77,339,35,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,6,2/8/2020,1171,1138,16,227,42,21,60,44,14,18,92,352,50,0,0,,,,,,,,,,,,,,,
New York City,2020,7,2/15/2020,1123,1096,,253,39,22,43,31,,,70,363,42,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,8,2/22/2020,1081,1049,10,248,28,23,33,38,10,14,77,326,41,0,0,,,,,,,,,,,,,,,
New York City,2020,9,2/29/2020,1106,1073,10,227,32,22,35,46,13,12,98,315,53,0,0,,,,,,,,,,,,,,,
New York City,2020,10,3/7/2020,1113,1082,12,241,42,12,42,27,,,74,348,39,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,11,3/14/2020,1138,1102,14,230,36,22,47,32,,14,72,375,41,,,,,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York City,2020,12,3/21/2020,1402,1378,12,262,59,25,61,37,15,15,68,415,51,122,116,,,,,,,,,,,,,,,
New York City,2020,13,3/28/2020,2783,2737,14,266,85,38,122,78,27,21,69,738,54,961,883,,,,,,,,,,,,,,,
New York City,2020,14,4/4/2020,6075,6037,24,260,182,60,224,126,54,33,81,1476,72,3087,2865,,,,,,,,,,,,,,,
New York City,2020,15,4/11/2020,7726,7682,10,251,163,54,171,107,63,28,89,1713,84,4712,4414,,,,,,,,,,,,,,,
New York City,2020,16,4/18/2020,5715,5667,13,189,88,40,64,72,42,16,62,1149,60,3722,3449,,,,,,,,,,,,,,,
New York City,2020,17,4/25/2020,3822,3783,10,199,56,27,58,34,22,13,89,699,38,2390,2243,,,,,,,,,,,,,,,
New York City,2020,18,5/2/2020,2485,2450,,178,30,23,48,30,24,,85,499,45,1364,1260,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,19,5/9/2020,2040,2011,,195,33,18,39,26,19,11,91,395,34,1016,947,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,20,5/16/2020,1602,1571,15,190,32,12,30,27,,10,74,376,40,615,552,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,21,5/23/2020,1309,1270,,207,20,18,26,27,18,,87,297,30,412,367,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,22,5/30/2020,1167,1128,,206,23,10,20,21,10,,80,303,31,280,245,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,23,6/6/2020,1108,1061,13,193,25,18,17,27,,,78,309,31,196,170,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,24,6/13/2020,1082,1042,20,213,24,25,32,23,10,,75,293,42,135,104,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,25,6/20/2020,965,928,16,187,27,15,30,22,,17,51,312,26,85,64,,,,,,,,,Suppressed (counts 1-9),,,,,,
